GEOID;tract;county;total_pop;total_hhunits
04013010101;Census Tract 101.01; Maricopa County;5062;3444
04013010102;Census Tract 101.02; Maricopa County;5127;3686
04013030401;Census Tract 304.01; Maricopa County;5245;3641
04013030402;Census Tract 304.02; Maricopa County;4541;2609
04013040502;Census Tract 405.02; Maricopa County;5304;2821
04013040506;Census Tract 405.06; Maricopa County;5559;4312
04013040507;Census Tract 405.07; Maricopa County;6731;4679
04013040512;Census Tract 405.12; Maricopa County;1776;1194
04013040513;Census Tract 405.13; Maricopa County;2978;2218
04013040514;Census Tract 405.14; Maricopa County;3156;2267
04013040515;Census Tract 405.15; Maricopa County;4654;2604
04013040516;Census Tract 405.16; Maricopa County;5407;2858
04013040517;Census Tract 405.17; Maricopa County;8553;3291
04013040518;Census Tract 405.18; Maricopa County;7639;3350
04013040519;Census Tract 405.19; Maricopa County;7078;3348
04013040520;Census Tract 405.20; Maricopa County;6181;2151
04013040521;Census Tract 405.21; Maricopa County;8898;2707
04013040522;Census Tract 405.22; Maricopa County;4134;3024
04013040523;Census Tract 405.23; Maricopa County;3077;2176
04013040524;Census Tract 405.24; Maricopa County;1433;1026
04013040525;Census Tract 405.25; Maricopa County;3263;2082
04013040526;Census Tract 405.26; Maricopa County;2082;1589
04013040527;Census Tract 405.27; Maricopa County;4094;2582
04013040528;Census Tract 405.28; Maricopa County;5728;4457
04013040529;Census Tract 405.29; Maricopa County;3116;2463
04013040530;Census Tract 405.30; Maricopa County;3788;1579
04013040531;Census Tract 405.31; Maricopa County;3602;2646
04013050603;Census Tract 506.03; Maricopa County;5926;2136
04013050604;Census Tract 506.04; Maricopa County;3701;1367
04013050605;Census Tract 506.05; Maricopa County;9418;3124
04013050606;Census Tract 506.06; Maricopa County;10341;3627
04013050607;Census Tract 506.07; Maricopa County;8272;2416
04013050608;Census Tract 506.08; Maricopa County;7935;2593
04013050609;Census Tract 506.09; Maricopa County;5140;2154
04013050610;Census Tract 506.10; Maricopa County;12543;3606
04013050611;Census Tract 506.11; Maricopa County;6081;1642
04013050701;Census Tract 507.01; Maricopa County;6526;1917
04013050702;Census Tract 507.02; Maricopa County;4979;1809
04013060801;Census Tract 608.01; Maricopa County;5737;2716
04013060802;Census Tract 608.02; Maricopa County;2937;913
04013060901;Census Tract 609.01; Maricopa County;5497;1613
04013060902;Census Tract 609.02; Maricopa County;3273;1042
04013060903;Census Tract 609.03; Maricopa County;5912;1584
04013060904;Census Tract 609.04; Maricopa County;3820;1209
04013061009;Census Tract 610.09; Maricopa County;11277;4603
04013061010;Census Tract 610.10; Maricopa County;5800;2544
04013061011;Census Tract 610.11; Maricopa County;7931;2089
04013061012;Census Tract 610.12; Maricopa County;7935;3063
04013061013;Census Tract 610.13; Maricopa County;6719;2030
04013061014;Census Tract 610.14; Maricopa County;6849;2811
04013061015;Census Tract 610.15; Maricopa County;5573;1857
04013061016;Census Tract 610.16; Maricopa County;7929;2281
04013061017;Census Tract 610.17; Maricopa County;3657;0
04013061018;Census Tract 610.18; Maricopa County;4298;3083
04013061019;Census Tract 610.19; Maricopa County;5366;1644
04013061020;Census Tract 610.20; Maricopa County;3622;1221
04013061021;Census Tract 610.21; Maricopa County;2100;589
04013061022;Census Tract 610.22; Maricopa County;10228;3316
04013061023;Census Tract 610.23; Maricopa County;11567;3601
04013061024;Census Tract 610.24; Maricopa County;1895;680
04013061025;Census Tract 610.25; Maricopa County;11393;3350
04013061026;Census Tract 610.26; Maricopa County;5875;1982
04013061027;Census Tract 610.27; Maricopa County;5552;2262
04013061028;Census Tract 610.28; Maricopa County;3064;1304
04013061029;Census Tract 610.29; Maricopa County;4809;2189
04013061030;Census Tract 610.30; Maricopa County;8451;2627
04013061031;Census Tract 610.31; Maricopa County;5098;1773
04013061032;Census Tract 610.32; Maricopa County;6521;1994
04013061033;Census Tract 610.33; Maricopa County;6917;2248
04013061034;Census Tract 610.34; Maricopa County;8147;2457
04013061035;Census Tract 610.35; Maricopa County;7154;2483
04013061036;Census Tract 610.36; Maricopa County;4306;1260
04013061037;Census Tract 610.37; Maricopa County;5671;1809
04013061038;Census Tract 610.38; Maricopa County;4524;1590
04013061039;Census Tract 610.39; Maricopa County;4423;1406
04013061040;Census Tract 610.40; Maricopa County;4294;1525
04013061041;Census Tract 610.41; Maricopa County;4543;1488
04013061042;Census Tract 610.42; Maricopa County;2274;1313
04013061043;Census Tract 610.43; Maricopa County;2783;820
04013061044;Census Tract 610.44; Maricopa County;9169;2719
04013061045;Census Tract 610.45; Maricopa County;6892;2347
04013061046;Census Tract 610.46; Maricopa County;6397;2398
04013061047;Census Tract 610.47; Maricopa County;3871;1083
04013061100;Census Tract 611; Maricopa County;2401;546
04013061200;Census Tract 612; Maricopa County;5924;2155
04013061300;Census Tract 613; Maricopa County;1891;663
04013061401;Census Tract 614.01; Maricopa County;2257;689
04013061402;Census Tract 614.02; Maricopa County;6184;1864
04013071503;Census Tract 715.03; Maricopa County;4646;3676
04013071504;Census Tract 715.04; Maricopa County;3408;2672
04013071505;Census Tract 715.05; Maricopa County;6820;4371
04013071506;Census Tract 715.06; Maricopa County;3983;2901
04013071509;Census Tract 715.09; Maricopa County;5490;2140
04013071510;Census Tract 715.10; Maricopa County;4038;1316
04013071511;Census Tract 715.11; Maricopa County;3468;1485
04013071512;Census Tract 715.12; Maricopa County;6404;2060
04013071513;Census Tract 715.13; Maricopa County;1662;589
04013071514;Census Tract 715.14; Maricopa County;3843;1463
04013071515;Census Tract 715.15; Maricopa County;3535;1866
04013071516;Census Tract 715.16; Maricopa County;3246;2508
04013071517;Census Tract 715.17; Maricopa County;3836;1336
04013071600;Census Tract 716; Maricopa County;3943;1888
04013071701;Census Tract 717.01; Maricopa County;3041;952
04013071702;Census Tract 717.02; Maricopa County;3091;2723
04013071801;Census Tract 718.01; Maricopa County;5205;3636
04013071802;Census Tract 718.02; Maricopa County;3427;2577
04013071903;Census Tract 719.03; Maricopa County;5632;2302
04013071906;Census Tract 719.06; Maricopa County;5497;1895
04013071909;Census Tract 719.09; Maricopa County;4030;1707
04013071910;Census Tract 719.10; Maricopa County;6616;2338
04013071911;Census Tract 719.11; Maricopa County;3276;1068
04013071912;Census Tract 719.12; Maricopa County;3183;1130
04013071913;Census Tract 719.13; Maricopa County;5350;1882
04013071914;Census Tract 719.14; Maricopa County;3080;947
04013071915;Census Tract 719.15; Maricopa County;3552;1338
04013082002;Census Tract 820.02; Maricopa County;7225;2517
04013082007;Census Tract 820.07; Maricopa County;4589;1354
04013082008;Census Tract 820.08; Maricopa County;5793;1561
04013082009;Census Tract 820.09; Maricopa County;5894;1447
04013082010;Census Tract 820.10; Maricopa County;4996;1314
04013082012;Census Tract 820.12; Maricopa County;7742;2041
04013082016;Census Tract 820.16; Maricopa County;2843;807
04013082017;Census Tract 820.17; Maricopa County;4721;1551
04013082018;Census Tract 820.18; Maricopa County;5881;1539
04013082019;Census Tract 820.19; Maricopa County;2856;857
04013082020;Census Tract 820.20; Maricopa County;3860;1346
04013082021;Census Tract 820.21; Maricopa County;2457;722
04013082022;Census Tract 820.22; Maricopa County;4824;1680
04013082023;Census Tract 820.23; Maricopa County;5347;1826
04013082024;Census Tract 820.24; Maricopa County;4533;1654
04013082025;Census Tract 820.25; Maricopa County;2799;885
04013082026;Census Tract 820.26; Maricopa County;6119;2130
04013082027;Census Tract 820.27; Maricopa County;4705;1456
04013082028;Census Tract 820.28; Maricopa County;4671;1433
04013082203;Census Tract 822.03; Maricopa County;11710;3114
04013082204;Census Tract 822.04; Maricopa County;6953;1687
04013082205;Census Tract 822.05; Maricopa County;7008;1731
04013082206;Census Tract 822.06; Maricopa County;5036;1204
04013082207;Census Tract 822.07; Maricopa County;3687;964
04013082208;Census Tract 822.08; Maricopa County;3070;841
04013082209;Census Tract 822.09; Maricopa County;3058;908
04013082210;Census Tract 822.10; Maricopa County;5138;1523
04013082211;Census Tract 822.11; Maricopa County;6171;1751
04013083000;Census Tract 830; Maricopa County;7246;2188
04013092305;Census Tract 923.05; Maricopa County;4425;1495
04013092306;Census Tract 923.06; Maricopa County;6429;2311
04013092307;Census Tract 923.07; Maricopa County;6183;2441
04013092308;Census Tract 923.08; Maricopa County;7129;2600
04013092309;Census Tract 923.09; Maricopa County;6188;2081
04013092311;Census Tract 923.11; Maricopa County;3637;1512
04013092312;Census Tract 923.12; Maricopa County;5161;2724
04013092401;Census Tract 924.01; Maricopa County;4933;1940
04013092402;Census Tract 924.02; Maricopa County;3453;1597
04013092500;Census Tract 925; Maricopa County;4771;2102
04013092600;Census Tract 926; Maricopa County;3171;1212
04013092705;Census Tract 927.05; Maricopa County;4612;1573
04013092708;Census Tract 927.08; Maricopa County;2197;764
04013092709;Census Tract 927.09; Maricopa County;4283;1514
04013092710;Census Tract 927.10; Maricopa County;5005;1649
04013092711;Census Tract 927.11; Maricopa County;3513;1125
04013092712;Census Tract 927.12; Maricopa County;6101;1686
04013092713;Census Tract 927.13; Maricopa County;5351;1508
04013092715;Census Tract 927.15; Maricopa County;4504;1354
04013092716;Census Tract 927.16; Maricopa County;4311;1198
04013092717;Census Tract 927.17; Maricopa County;5547;1690
04013092718;Census Tract 927.18; Maricopa County;3945;1306
04013092719;Census Tract 927.19; Maricopa County;4886;1828
04013092720;Census Tract 927.20; Maricopa County;6144;2221
04013092721;Census Tract 927.21; Maricopa County;3689;1117
04013092723;Census Tract 927.23; Maricopa County;3837;1701
04013092724;Census Tract 927.24; Maricopa County;3976;1531
04013092801;Census Tract 928.01; Maricopa County;5350;1808
04013092802;Census Tract 928.02; Maricopa County;6747;1809
04013092900;Census Tract 929; Maricopa County;3303;1173
04013093001;Census Tract 930.01; Maricopa County;5696;2218
04013093002;Census Tract 930.02; Maricopa County;4905;1429
04013093101;Census Tract 931.01; Maricopa County;5040;1817
04013093104;Census Tract 931.04; Maricopa County;5107;1857
04013093105;Census Tract 931.05; Maricopa County;5467;2283
04013093106;Census Tract 931.06; Maricopa County;5293;1243
04013093200;Census Tract 932; Maricopa County;4053;1609
04013103205;Census Tract 1032.05; Maricopa County;2943;1047
04013103206;Census Tract 1032.06; Maricopa County;2624;974
04013103207;Census Tract 1032.07; Maricopa County;2625;928
04013103208;Census Tract 1032.08; Maricopa County;3709;2675
04013103209;Census Tract 1032.09; Maricopa County;5276;2537
04013103210;Census Tract 1032.10; Maricopa County;7348;3722
04013103211;Census Tract 1032.11; Maricopa County;4323;1793
04013103212;Census Tract 1032.12; Maricopa County;4244;1737
04013103214;Census Tract 1032.14; Maricopa County;4401;1551
04013103215;Census Tract 1032.15; Maricopa County;3224;1155
04013103216;Census Tract 1032.16; Maricopa County;4954;2177
04013103217;Census Tract 1032.17; Maricopa County;6068;2821
04013103219;Census Tract 1032.19; Maricopa County;3263;1822
04013103220;Census Tract 1032.20; Maricopa County;3095;1773
04013103302;Census Tract 1033.02; Maricopa County;7237;2469
04013103303;Census Tract 1033.03; Maricopa County;3739;1758
04013103304;Census Tract 1033.04; Maricopa County;5304;1953
04013103305;Census Tract 1033.05; Maricopa County;3234;1206
04013103306;Census Tract 1033.06; Maricopa County;4466;1598
04013103400;Census Tract 1034; Maricopa County;4728;1781
04013103501;Census Tract 1035.01; Maricopa County;3040;1252
04013103502;Census Tract 1035.02; Maricopa County;6195;2630
04013103604;Census Tract 1036.04; Maricopa County;4843;1942
04013103605;Census Tract 1036.05; Maricopa County;6154;2453
04013103606;Census Tract 1036.06; Maricopa County;4778;1955
04013103607;Census Tract 1036.07; Maricopa County;4566;1883
04013103608;Census Tract 1036.08; Maricopa County;4413;1713
04013103609;Census Tract 1036.09; Maricopa County;5647;2717
04013103611;Census Tract 1036.11; Maricopa County;5244;2366
04013103612;Census Tract 1036.12; Maricopa County;5573;2722
04013103614;Census Tract 1036.14; Maricopa County;2909;1258
04013103615;Census Tract 1036.15; Maricopa County;5990;1979
04013103701;Census Tract 1037.01; Maricopa County;4635;2496
04013103702;Census Tract 1037.02; Maricopa County;3423;1753
04013103900;Census Tract 1039; Maricopa County;6272;2419
04013104000;Census Tract 1040; Maricopa County;7256;2920
04013104100;Census Tract 1041; Maricopa County;7241;2634
04013104202;Census Tract 1042.02; Maricopa County;5346;1898
04013104203;Census Tract 1042.03; Maricopa County;7325;2385
04013104204;Census Tract 1042.04; Maricopa County;3883;1159
04013104205;Census Tract 1042.05; Maricopa County;5948;2611
04013104206;Census Tract 1042.06; Maricopa County;4376;1449
04013104207;Census Tract 1042.07; Maricopa County;4257;1932
04013104212;Census Tract 1042.12; Maricopa County;6230;2322
04013104214;Census Tract 1042.14; Maricopa County;2424;776
04013104215;Census Tract 1042.15; Maricopa County;4000;1730
04013104216;Census Tract 1042.16; Maricopa County;5545;1999
04013104217;Census Tract 1042.17; Maricopa County;5645;2092
04013104218;Census Tract 1042.18; Maricopa County;4081;1702
04013104219;Census Tract 1042.19; Maricopa County;3284;1040
04013104221;Census Tract 1042.21; Maricopa County;5974;2131
04013104222;Census Tract 1042.22; Maricopa County;6079;2282
04013104223;Census Tract 1042.23; Maricopa County;2120;642
04013104224;Census Tract 1042.24; Maricopa County;6002;2502
04013104225;Census Tract 1042.25; Maricopa County;4012;1385
04013104226;Census Tract 1042.26; Maricopa County;4450;1941
04013104227;Census Tract 1042.27; Maricopa County;2197;852
04013104301;Census Tract 1043.01; Maricopa County;4015;1283
04013104302;Census Tract 1043.02; Maricopa County;3862;2223
04013104401;Census Tract 1044.01; Maricopa County;4591;2414
04013104402;Census Tract 1044.02; Maricopa County;2703;1450
04013104501;Census Tract 1045.01; Maricopa County;4321;1631
04013104502;Census Tract 1045.02; Maricopa County;5884;1751
04013104600;Census Tract 1046; Maricopa County;4026;1932
04013104701;Census Tract 1047.01; Maricopa County;2836;1709
04013104702;Census Tract 1047.02; Maricopa County;4289;2088
04013104801;Census Tract 1048.01; Maricopa County;3609;1582
04013104802;Census Tract 1048.02; Maricopa County;5736;2684
04013104900;Census Tract 1049; Maricopa County;4437;1678
04013105002;Census Tract 1050.02; Maricopa County;3026;1471
04013105003;Census Tract 1050.03; Maricopa County;4694;1870
04013105004;Census Tract 1050.04; Maricopa County;3649;1492
04013105101;Census Tract 1051.01; Maricopa County;4381;1829
04013105102;Census Tract 1051.02; Maricopa County;4573;2644
04013105103;Census Tract 1051.03; Maricopa County;3236;1526
04013105200;Census Tract 1052; Maricopa County;6975;2969
04013105300;Census Tract 1053; Maricopa County;5417;2447
04013105400;Census Tract 1054; Maricopa County;4216;1549
04013105501;Census Tract 1055.01; Maricopa County;2609;1075
04013105502;Census Tract 1055.02; Maricopa County;2011;1064
04013105503;Census Tract 1055.03; Maricopa County;3684;2127
04013105601;Census Tract 1056.01; Maricopa County;3989;1286
04013105602;Census Tract 1056.02; Maricopa County;6552;2562
04013105701;Census Tract 1057.01; Maricopa County;3583;1258
04013105702;Census Tract 1057.02; Maricopa County;4880;1521
04013105800;Census Tract 1058; Maricopa County;6968;2234
04013105900;Census Tract 1059; Maricopa County;5132;2310
04013106001;Census Tract 1060.01; Maricopa County;1723;650
04013106002;Census Tract 1060.02; Maricopa County;2766;1259
04013106003;Census Tract 1060.03; Maricopa County;4207;1468
04013106100;Census Tract 1061; Maricopa County;5569;2935
04013106200;Census Tract 1062; Maricopa County;3369;1347
04013106300;Census Tract 1063; Maricopa County;5023;2829
04013106400;Census Tract 1064; Maricopa County;2966;1518
04013106501;Census Tract 1065.01; Maricopa County;3306;1673
04013106502;Census Tract 1065.02; Maricopa County;3451;2172
04013106600;Census Tract 1066; Maricopa County;4098;1782
04013106701;Census Tract 1067.01; Maricopa County;4940;2123
04013106702;Census Tract 1067.02; Maricopa County;1377;627
04013106703;Census Tract 1067.03; Maricopa County;2351;1000
04013106801;Census Tract 1068.01; Maricopa County;4694;2182
04013106802;Census Tract 1068.02; Maricopa County;3558;1592
04013106900;Census Tract 1069; Maricopa County;8561;2338
04013107000;Census Tract 1070; Maricopa County;9081;2826
04013107101;Census Tract 1071.01; Maricopa County;4504;1285
04013107102;Census Tract 1071.02; Maricopa County;6246;1935
04013107201;Census Tract 1072.01; Maricopa County;1825;457
04013107202;Census Tract 1072.02; Maricopa County;5254;1471
04013107300;Census Tract 1073; Maricopa County;6635;2397
04013107400;Census Tract 1074; Maricopa County;7683;3354
04013107500;Census Tract 1075; Maricopa County;3843;1858
04013107601;Census Tract 1076.01; Maricopa County;3581;2134
04013107602;Census Tract 1076.02; Maricopa County;3137;1507
04013107700;Census Tract 1077; Maricopa County;4333;2480
04013107800;Census Tract 1078; Maricopa County;2217;1943
04013107900;Census Tract 1079; Maricopa County;3729;2023
04013108000;Census Tract 1080; Maricopa County;2924;1208
04013108100;Census Tract 1081; Maricopa County;2377;1142
04013108200;Census Tract 1082; Maricopa County;3366;1666
04013108301;Census Tract 1083.01; Maricopa County;3487;1865
04013108302;Census Tract 1083.02; Maricopa County;2930;1927
04013108400;Census Tract 1084; Maricopa County;5642;3568
04013108501;Census Tract 1085.01; Maricopa County;2437;1257
04013108502;Census Tract 1085.02; Maricopa County;3521;2578
04013108601;Census Tract 1086.01; Maricopa County;2833;1516
04013108602;Census Tract 1086.02; Maricopa County;6632;3180
04013108802;Census Tract 1088.02; Maricopa County;2030;1336
04013108901;Census Tract 1089.01; Maricopa County;2107;1370
04013108902;Census Tract 1089.02; Maricopa County;5116;2436
04013109001;Census Tract 1090.01; Maricopa County;4952;1853
04013109002;Census Tract 1090.02; Maricopa County;4674;1792
04013109003;Census Tract 1090.03; Maricopa County;6165;2185
04013109101;Census Tract 1091.01; Maricopa County;3917;932
04013109102;Census Tract 1091.02; Maricopa County;6637;1811
04013109200;Census Tract 1092; Maricopa County;3935;1771
04013109300;Census Tract 1093; Maricopa County;5343;1230
04013109400;Census Tract 1094; Maricopa County;9113;2720
04013109500;Census Tract 1095; Maricopa County;6561;1517
04013109601;Census Tract 1096.01; Maricopa County;5491;1487
04013109602;Census Tract 1096.02; Maricopa County;7269;1912
04013109603;Census Tract 1096.03; Maricopa County;5317;1342
04013109604;Census Tract 1096.04; Maricopa County;4253;1108
04013109701;Census Tract 1097.01; Maricopa County;8685;2843
04013109702;Census Tract 1097.02; Maricopa County;5902;1382
04013109703;Census Tract 1097.03; Maricopa County;3279;934
04013109704;Census Tract 1097.04; Maricopa County;2586;646
04013109705;Census Tract 1097.05; Maricopa County;2449;531
04013109801;Census Tract 1098.01; Maricopa County;4994;1241
04013109802;Census Tract 1098.02; Maricopa County;5894;1265
04013109900;Census Tract 1099; Maricopa County;9128;2036
04013110001;Census Tract 1100.01; Maricopa County;5362;1109
04013110002;Census Tract 1100.02; Maricopa County;4064;1299
04013110100;Census Tract 1101; Maricopa County;7122;2079
04013110400;Census Tract 1104; Maricopa County;5179;2540
04013110501;Census Tract 1105.01; Maricopa County;3027;2147
04013110502;Census Tract 1105.02; Maricopa County;2605;1786
04013110600;Census Tract 1106; Maricopa County;4251;2652
04013110701;Census Tract 1107.01; Maricopa County;2674;1318
04013110702;Census Tract 1107.02; Maricopa County;4305;1668
04013110801;Census Tract 1108.01; Maricopa County;5502;2622
04013110802;Census Tract 1108.02; Maricopa County;2227;1138
04013110901;Census Tract 1109.01; Maricopa County;3149;1733
04013110902;Census Tract 1109.02; Maricopa County;5277;2209
04013111000;Census Tract 1110; Maricopa County;4619;2289
04013111100;Census Tract 1111; Maricopa County;4541;2076
04013111201;Census Tract 1112.01; Maricopa County;6592;3072
04013111202;Census Tract 1112.02; Maricopa County;2418;949
04013111203;Census Tract 1112.03; Maricopa County;1567;966
04013111204;Census Tract 1112.04; Maricopa County;2766;1533
04013111300;Census Tract 1113; Maricopa County;6007;2614
04013111401;Census Tract 1114.01; Maricopa County;4584;1492
04013111402;Census Tract 1114.02; Maricopa County;4125;1611
04013111501;Census Tract 1115.01; Maricopa County;2148;678
04013111502;Census Tract 1115.02; Maricopa County;6364;2381
04013111601;Census Tract 1116.01; Maricopa County;3591;1172
04013111602;Census Tract 1116.02; Maricopa County;5242;1887
04013111700;Census Tract 1117; Maricopa County;6238;2791
04013111800;Census Tract 1118; Maricopa County;4584;2824
04013111900;Census Tract 1119; Maricopa County;2481;1181
04013112100;Census Tract 1121; Maricopa County;3748;1055
04013112201;Census Tract 1122.01; Maricopa County;4941;1196
04013112202;Census Tract 1122.02; Maricopa County;4515;1587
04013112301;Census Tract 1123.01; Maricopa County;5768;1925
04013112302;Census Tract 1123.02; Maricopa County;7777;2380
04013112401;Census Tract 1124.01; Maricopa County;6004;1674
04013112402;Census Tract 1124.02; Maricopa County;6661;1385
04013112502;Census Tract 1125.02; Maricopa County;6582;1439
04013112503;Census Tract 1125.03; Maricopa County;9960;2380
04013112504;Census Tract 1125.04; Maricopa County;4468;1252
04013112505;Census Tract 1125.05; Maricopa County;9863;2913
04013112507;Census Tract 1125.07; Maricopa County;3069;881
04013112508;Census Tract 1125.08; Maricopa County;2211;737
04013112509;Census Tract 1125.09; Maricopa County;11473;3642
04013112510;Census Tract 1125.10; Maricopa County;4995;1260
04013112511;Census Tract 1125.11; Maricopa County;10117;2428
04013112512;Census Tract 1125.12; Maricopa County;770;393
04013112513;Census Tract 1125.13; Maricopa County;9486;2523
04013112514;Census Tract 1125.14; Maricopa County;5225;1525
04013112601;Census Tract 1126.01; Maricopa County;3804;1130
04013112602;Census Tract 1126.02; Maricopa County;8617;2257
04013112700;Census Tract 1127; Maricopa County;7403;1978
04013112900;Census Tract 1129; Maricopa County;4835;2400
04013113000;Census Tract 1130; Maricopa County;2318;1685
04013113100;Census Tract 1131; Maricopa County;4277;2484
04013113201;Census Tract 1132.01; Maricopa County;2674;923
04013113202;Census Tract 1132.02; Maricopa County;2095;868
04013113203;Census Tract 1132.03; Maricopa County;2642;1102
04013113300;Census Tract 1133; Maricopa County;4987;1947
04013113400;Census Tract 1134; Maricopa County;343;0
04013113501;Census Tract 1135.01; Maricopa County;4824;1594
04013113502;Census Tract 1135.02; Maricopa County;3366;853
04013113601;Census Tract 1136.01; Maricopa County;5272;1652
04013113602;Census Tract 1136.02; Maricopa County;4090;1280
04013113700;Census Tract 1137; Maricopa County;8039;3652
04013113801;Census Tract 1138.01; Maricopa County;2252;1317
04013113802;Census Tract 1138.02; Maricopa County;0;0
04013113900;Census Tract 1139; Maricopa County;1457;516
04013114000;Census Tract 1140; Maricopa County;1996;1373
